Record_ID,City,Location,Date,Time,Vehicle_Count,Traffic_Density,Accident_Reported,Weather,Road_Type
309,Udaipur,Fatehpura,13-01-2024,21:00:00,402,High,No,Clear,City Road
310,Udaipur,Fatehpura,13-01-2024,22:00:00,425,Medium,Yes,Foggy,NH
311,Udaipur,Udiapole,13-01-2024,23:00:00,425,Medium,Yes,Clear,NH
312,Udaipur,Chetak Circle,14-01-2024,00:00:00,329,High,Yes,Foggy,Residential
313,Udaipur,Surajpole,14-01-2024,01:00:00,345,Medium,No,Foggy,NH
314,Udaipur,Fatehpura,14-01-2024,02:00:00,191,Medium,Yes,Clear,City Road
315,Udaipur,Surajpole,14-01-2024,03:00:00,315,Medium,Yes,Rainy,City Road
316,Udaipur,Hiran Magri,14-01-2024,04:00:00,339,Low,Yes,Clear,NH
317,Udaipur,Udiapole,14-01-2024,05:00:00,330,Low,No,Foggy,Residential
318,Udaipur,Chetak Circle,14-01-2024,06:00:00,472,High,No,Clear,Residential
319,Udaipur,Fatehpura,14-01-2024,07:00:00,282,Medium,No,Foggy,NH
320,Udaipur,Udiapole,14-01-2024,08:00:00,384,Medium,Yes,Rainy,NH
321,Udaipur,Fatehpura,14-01-2024,09:00:00,210,Low,No,Clear,City Road
322,Udaipur,Surajpole,14-01-2024,10:00:00,370,High,No,Foggy,City Road
323,Udaipur,Fatehpura,14-01-2024,11:00:00,324,Medium,Yes,Clear,NH
324,Udaipur,Goverdhan Vilas,14-01-2024,12:00:00,340,Low,Yes,Foggy,NH
325,Udaipur,Fatehpura,14-01-2024,13:00:00,358,High,Yes,Clear,NH
326,Udaipur,Hiran Magri,14-01-2024,14:00:00,159,High,No,Foggy,Residential
327,Udaipur,Udiapole,14-01-2024,15:00:00,267,High,Yes,Rainy,NH
328,Udaipur,Goverdhan Vilas,14-01-2024,16:00:00,487,Medium,Yes,Rainy,City Road
329,Udaipur,Surajpole,14-01-2024,17:00:00,207,Medium,No,Clear,NH
330,Udaipur,Fatehpura,14-01-2024,18:00:00,294,Medium,No,Rainy,Residential
331,Udaipur,Surajpole,14-01-2024,19:00:00,248,Medium,Yes,Clear,Residential
332,Udaipur,Goverdhan Vilas,14-01-2024,20:00:00,296,High,No,Clear,NH
333,Udaipur,Fatehpura,14-01-2024,21:00:00,394,Medium,No,Clear,Residential
334,Udaipur,Goverdhan Vilas,14-01-2024,22:00:00,131,Medium,Yes,Foggy,Residential
335,Udaipur,Hiran Magri,14-01-2024,23:00:00,127,Medium,No,Foggy,City Road
336,Udaipur,Fatehpura,15-01-2024,00:00:00,453,High,No,Clear,Residential
337,Udaipur,Chetak Circle,15-01-2024,01:00:00,60,High,Yes,Rainy,City Road
338,Udaipur,Chetak Circle,15-01-2024,02:00:00,206,Medium,No,Rainy,NH
339,Udaipur,Chetak Circle,15-01-2024,03:00:00,84,High,No,Clear,NH
340,Udaipur,Surajpole,15-01-2024,04:00:00,225,Medium,No,Rainy,Residential
341,Udaipur,Chetak Circle,15-01-2024,05:00:00,168,Low,No,Clear,City Road
342,Udaipur,Goverdhan Vilas,15-01-2024,06:00:00,396,High,No,Clear,Residential
343,Udaipur,Udiapole,15-01-2024,07:00:00,131,High,Yes,Clear,NH
344,Udaipur,Udiapole,15-01-2024,08:00:00,94,High,No,Rainy,City Road
345,Udaipur,Fatehpura,15-01-2024,09:00:00,176,Low,Yes,Rainy,NH
346,Udaipur,Chetak Circle,15-01-2024,10:00:00,51,High,No,Rainy,Residential
347,Udaipur,Surajpole,15-01-2024,11:00:00,51,High,No,Rainy,NH
348,Udaipur,Surajpole,15-01-2024,12:00:00,293,Low,Yes,Clear,Residential
349,Udaipur,Udiapole,15-01-2024,13:00:00,343,Medium,No,Clear,Residential
350,Udaipur,Surajpole,15-01-2024,14:00:00,353,High,Yes,Foggy,City Road
351,Udaipur,Fatehpura,15-01-2024,15:00:00,225,Medium,No,Rainy,City Road
352,Udaipur,Udiapole,15-01-2024,16:00:00,261,Low,Yes,Rainy,Residential
353,Udaipur,Fatehpura,15-01-2024,17:00:00,134,Medium,Yes,Foggy,City Road
354,Udaipur,Chetak Circle,15-01-2024,18:00:00,378,Low,No,Foggy,NH
355,Udaipur,Chetak Circle,15-01-2024,19:00:00,244,Low,Yes,Foggy,City Road
356,Udaipur,Chetak Circle,15-01-2024,20:00:00,83,High,No,Rainy,Residential
357,Udaipur,Goverdhan Vilas,15-01-2024,21:00:00,357,Low,No,Clear,City Road
358,Udaipur,Surajpole,15-01-2024,22:00:00,356,High,Yes,Foggy,NH
359,Udaipur,Fatehpura,15-01-2024,23:00:00,442,Medium,Yes,Rainy,Residential
360,Udaipur,Udiapole,16-01-2024,00:00:00,224,Low,No,Rainy,City Road
361,Udaipur,Chetak Circle,16-01-2024,01:00:00,420,Medium,No,Rainy,NH
362,Udaipur,Chetak Circle,16-01-2024,02:00:00,460,Low,Yes,Foggy,NH
363,Udaipur,Udiapole,16-01-2024,03:00:00,388,Medium,Yes,Clear,NH
364,Udaipur,Goverdhan Vilas,16-01-2024,04:00:00,246,Low,No,Rainy,Residential
365,Udaipur,Udiapole,16-01-2024,05:00:00,454,Low,No,Rainy,Residential
366,Udaipur,Surajpole,16-01-2024,06:00:00,336,High,No,Foggy,NH
367,Udaipur,Fatehpura,16-01-2024,07:00:00,174,Low,Yes,Rainy,City Road
368,Udaipur,Goverdhan Vilas,16-01-2024,08:00:00,80,Low,No,Clear,Residential
369,Udaipur,Surajpole,16-01-2024,09:00:00,435,Medium,Yes,Rainy,City Road
370,Udaipur,Surajpole,16-01-2024,10:00:00,326,High,No,Clear,City Road
371,Udaipur,Chetak Circle,16-01-2024,11:00:00,497,Low,Yes,Rainy,Residential
372,Udaipur,Chetak Circle,16-01-2024,12:00:00,308,Low,Yes,Clear,Residential
373,Udaipur,Hiran Magri,16-01-2024,13:00:00,156,High,No,Rainy,City Road
374,Udaipur,Goverdhan Vilas,16-01-2024,14:00:00,123,Low,Yes,Clear,Residential
375,Udaipur,Udiapole,16-01-2024,15:00:00,199,High,Yes,Foggy,City Road
376,Udaipur,Hiran Magri,16-01-2024,16:00:00,186,Medium,Yes,Foggy,Residential
377,Udaipur,Hiran Magri,16-01-2024,17:00:00,383,Low,No,Rainy,NH
378,Udaipur,Udiapole,16-01-2024,18:00:00,471,High,No,Clear,NH
379,Udaipur,Udiapole,16-01-2024,19:00:00,304,High,No,Clear,NH
380,Udaipur,Hiran Magri,16-01-2024,20:00:00,222,High,No,Rainy,Residential
381,Udaipur,Udiapole,16-01-2024,21:00:00,297,High,Yes,Clear,NH
382,Udaipur,Fatehpura,16-01-2024,22:00:00,111,Low,Yes,Clear,City Road
383,Udaipur,Goverdhan Vilas,16-01-2024,23:00:00,332,High,No,Foggy,NH
384,Udaipur,Udiapole,17-01-2024,00:00:00,345,Medium,No,Rainy,Residential
385,Udaipur,Chetak Circle,17-01-2024,01:00:00,178,High,Yes,Foggy,NH
386,Udaipur,Chetak Circle,17-01-2024,02:00:00,292,Low,Yes,Foggy,NH
387,Udaipur,Udiapole,17-01-2024,03:00:00,74,Medium,No,Rainy,NH
388,Udaipur,Hiran Magri,17-01-2024,04:00:00,153,Medium,Yes,Rainy,NH
389,Udaipur,Goverdhan Vilas,17-01-2024,05:00:00,432,High,No,Clear,City Road
390,Udaipur,Hiran Magri,17-01-2024,06:00:00,465,Low,Yes,Clear,NH
391,Udaipur,Udiapole,17-01-2024,07:00:00,434,Medium,Yes,Clear,NH
392,Udaipur,Chetak Circle,17-01-2024,08:00:00,130,Low,Yes,Rainy,NH
393,Udaipur,Chetak Circle,17-01-2024,09:00:00,134,Low,No,Foggy,Residential
394,Udaipur,Fatehpura,17-01-2024,10:00:00,494,High,Yes,Foggy,City Road
395,Udaipur,Surajpole,17-01-2024,11:00:00,260,Low,No,Foggy,City Road
396,Udaipur,Fatehpura,17-01-2024,12:00:00,433,Low,No,Clear,City Road
397,Udaipur,Goverdhan Vilas,17-01-2024,13:00:00,401,Low,No,Clear,NH
398,Udaipur,Udiapole,17-01-2024,14:00:00,296,Low,No,Clear,City Road
399,Udaipur,Hiran Magri,17-01-2024,15:00:00,213,High,Yes,Rainy,Residential
400,Udaipur,Chetak Circle,17-01-2024,16:00:00,164,Low,Yes,Clear,City Road
401,Udaipur,Chetak Circle,17-01-2024,17:00:00,479,Medium,Yes,Rainy,NH
402,Udaipur,Udiapole,17-01-2024,18:00:00,108,High,Yes,Rainy,NH
403,Udaipur,Chetak Circle,17-01-2024,19:00:00,234,Low,Yes,Clear,Residential
404,Udaipur,Surajpole,17-01-2024,20:00:00,93,Low,Yes,Foggy,NH
405,Udaipur,Udiapole,17-01-2024,21:00:00,423,High,No,Clear,City Road
406,Udaipur,Goverdhan Vilas,17-01-2024,22:00:00,195,Medium,No,Clear,City Road
407,Udaipur,Fatehpura,17-01-2024,23:00:00,110,Medium,No,Rainy,Residential
408,Udaipur,Goverdhan Vilas,18-01-2024,00:00:00,120,Medium,No,Foggy,NH
409,Udaipur,Chetak Circle,18-01-2024,01:00:00,263,Medium,Yes,Clear,Residential
410,Udaipur,Hiran Magri,18-01-2024,02:00:00,181,High,Yes,Rainy,City Road
411,Udaipur,Udiapole,18-01-2024,03:00:00,103,Medium,No,Foggy,City Road
412,Udaipur,Fatehpura,18-01-2024,04:00:00,365,Medium,No,Foggy,City Road
413,Udaipur,Chetak Circle,18-01-2024,05:00:00,110,Medium,No,Clear,NH
414,Udaipur,Surajpole,18-01-2024,06:00:00,319,Low,No,Clear,Residential
415,Udaipur,Hiran Magri,18-01-2024,07:00:00,258,High,Yes,Foggy,City Road
416,Udaipur,Fatehpura,18-01-2024,08:00:00,66,High,No,Clear,NH
417,Udaipur,Udiapole,18-01-2024,09:00:00,218,High,Yes,Foggy,NH
418,Udaipur,Hiran Magri,18-01-2024,10:00:00,358,Low,No,Clear,NH
419,Udaipur,Goverdhan Vilas,18-01-2024,11:00:00,146,Medium,Yes,Clear,Residential
420,Udaipur,Hiran Magri,18-01-2024,12:00:00,188,Low,No,Clear,City Road
421,Udaipur,Hiran Magri,18-01-2024,13:00:00,308,Low,No,Rainy,City Road
422,Udaipur,Fatehpura,18-01-2024,14:00:00,466,High,No,Foggy,Residential
423,Udaipur,Hiran Magri,18-01-2024,15:00:00,119,Low,No,Rainy,NH
424,Udaipur,Hiran Magri,18-01-2024,16:00:00,183,High,No,Rainy,NH
425,Udaipur,Goverdhan Vilas,18-01-2024,17:00:00,253,Low,Yes,Foggy,Residential
426,Udaipur,Udiapole,18-01-2024,18:00:00,408,High,Yes,Rainy,Residential
427,Udaipur,Surajpole,18-01-2024,19:00:00,366,High,No,Rainy,NH
428,Udaipur,Chetak Circle,18-01-2024,20:00:00,158,High,Yes,Foggy,NH
429,Udaipur,Goverdhan Vilas,18-01-2024,21:00:00,277,High,No,Foggy,NH
430,Udaipur,Udiapole,18-01-2024,22:00:00,467,Low,Yes,Rainy,NH
431,Udaipur,Chetak Circle,18-01-2024,23:00:00,235,Low,Yes,Foggy,City Road
432,Udaipur,Goverdhan Vilas,19-01-2024,00:00:00,192,Low,Yes,Clear,City Road
433,Udaipur,Surajpole,19-01-2024,01:00:00,497,Low,No,Clear,Residential
434,Udaipur,Surajpole,19-01-2024,02:00:00,76,High,No,Foggy,NH
435,Udaipur,Hiran Magri,19-01-2024,03:00:00,279,High,Yes,Rainy,City Road
436,Udaipur,Goverdhan Vilas,19-01-2024,04:00:00,433,Low,No,Rainy,Residential
437,Udaipur,Udiapole,19-01-2024,05:00:00,68,High,Yes,Foggy,NH
438,Udaipur,Goverdhan Vilas,19-01-2024,06:00:00,313,Medium,No,Rainy,NH
439,Udaipur,Goverdhan Vilas,19-01-2024,07:00:00,106,Low,Yes,Clear,City Road
440,Udaipur,Fatehpura,19-01-2024,08:00:00,276,Low,No,Foggy,NH
441,Udaipur,Udiapole,19-01-2024,09:00:00,487,Medium,No,Foggy,NH
442,Udaipur,Surajpole,19-01-2024,10:00:00,379,Low,No,Rainy,Residential
443,Udaipur,Chetak Circle,19-01-2024,11:00:00,131,High,Yes,Clear,Residential
444,Udaipur,Goverdhan Vilas,19-01-2024,12:00:00,494,Low,No,Clear,NH
445,Udaipur,Surajpole,19-01-2024,13:00:00,255,Low,Yes,Clear,Residential
446,Udaipur,Fatehpura,19-01-2024,14:00:00,158,High,Yes,Clear,Residential
447,Udaipur,Goverdhan Vilas,19-01-2024,15:00:00,327,Medium,No,Rainy,City Road
448,Udaipur,Udiapole,19-01-2024,16:00:00,229,Low,Yes,Clear,Residential
449,Udaipur,Chetak Circle,19-01-2024,17:00:00,67,Medium,No,Rainy,Residential
450,Udaipur,Hiran Magri,19-01-2024,18:00:00,150,High,Yes,Clear,City Road
451,Udaipur,Chetak Circle,19-01-2024,19:00:00,366,High,Yes,Foggy,Residential
452,Udaipur,Chetak Circle,19-01-2024,20:00:00,71,High,Yes,Clear,Residential
453,Udaipur,Hiran Magri,19-01-2024,21:00:00,200,High,No,Rainy,Residential
454,Udaipur,Chetak Circle,19-01-2024,22:00:00,410,Low,No,Foggy,City Road
455,Udaipur,Goverdhan Vilas,19-01-2024,23:00:00,444,Low,No,Rainy,City Road
456,Udaipur,Surajpole,20-01-2024,00:00:00,182,Low,Yes,Clear,City Road
457,Udaipur,Surajpole,20-01-2024,01:00:00,102,Medium,No,Foggy,Residential
458,Udaipur,Hiran Magri,20-01-2024,02:00:00,408,High,Yes,Rainy,City Road
459,Udaipur,Fatehpura,20-01-2024,03:00:00,301,High,No,Foggy,NH
460,Udaipur,Surajpole,20-01-2024,04:00:00,288,High,No,Clear,NH
461,Udaipur,Goverdhan Vilas,20-01-2024,05:00:00,302,Medium,No,Rainy,NH
462,Udaipur,Fatehpura,20-01-2024,06:00:00,411,Low,Yes,Foggy,Residential
463,Udaipur,Hiran Magri,20-01-2024,07:00:00,57,High,No,Foggy,Residential
464,Udaipur,Udiapole,20-01-2024,08:00:00,358,High,No,Clear,Residential
465,Udaipur,Goverdhan Vilas,20-01-2024,09:00:00,164,Medium,Yes,Clear,Residential
466,Udaipur,Udiapole,20-01-2024,10:00:00,270,Low,No,Foggy,City Road
467,Udaipur,Fatehpura,20-01-2024,11:00:00,282,Low,No,Foggy,City Road
468,Udaipur,Fatehpura,20-01-2024,12:00:00,256,Low,Yes,Rainy,NH
469,Udaipur,Surajpole,20-01-2024,13:00:00,182,Medium,No,Rainy,City Road
470,Udaipur,Goverdhan Vilas,20-01-2024,14:00:00,384,Medium,Yes,Foggy,Residential
471,Udaipur,Udiapole,20-01-2024,15:00:00,353,Medium,Yes,Clear,City Road
472,Udaipur,Hiran Magri,20-01-2024,16:00:00,446,Low,Yes,Rainy,NH
473,Udaipur,Hiran Magri,20-01-2024,17:00:00,182,High,Yes,Foggy,Residential
474,Udaipur,Chetak Circle,20-01-2024,18:00:00,281,Low,Yes,Rainy,Residential
475,Udaipur,Chetak Circle,20-01-2024,19:00:00,150,Low,No,Foggy,Residential
476,Udaipur,Udiapole,20-01-2024,20:00:00,319,High,Yes,Foggy,City Road
477,Udaipur,Goverdhan Vilas,20-01-2024,21:00:00,357,High,Yes,Foggy,Residential
478,Udaipur,Goverdhan Vilas,20-01-2024,22:00:00,59,High,Yes,Rainy,City Road
479,Udaipur,Surajpole,20-01-2024,23:00:00,209,Low,Yes,Foggy,Residential
480,Udaipur,Chetak Circle,21-01-2024,00:00:00,169,Low,No,Rainy,Residential
481,Udaipur,Fatehpura,21-01-2024,01:00:00,92,Low,Yes,Rainy,Residential
482,Udaipur,Chetak Circle,21-01-2024,02:00:00,68,Medium,No,Clear,NH
483,Udaipur,Fatehpura,21-01-2024,03:00:00,66,Medium,Yes,Foggy,Residential
484,Udaipur,Hiran Magri,21-01-2024,04:00:00,402,Low,No,Clear,NH
485,Udaipur,Goverdhan Vilas,21-01-2024,05:00:00,337,High,Yes,Rainy,NH
486,Udaipur,Fatehpura,21-01-2024,06:00:00,87,Low,No,Clear,NH
487,Udaipur,Chetak Circle,21-01-2024,07:00:00,176,Medium,Yes,Clear,Residential
488,Udaipur,Udiapole,21-01-2024,08:00:00,341,Low,No,Rainy,Residential
489,Udaipur,Udiapole,21-01-2024,09:00:00,319,Medium,Yes,Rainy,NH
490,Udaipur,Fatehpura,21-01-2024,10:00:00,265,High,No,Clear,NH
491,Udaipur,Surajpole,21-01-2024,11:00:00,270,High,Yes,Clear,City Road
492,Udaipur,Udiapole,21-01-2024,12:00:00,215,Medium,Yes,Foggy,NH
493,Udaipur,Udiapole,21-01-2024,13:00:00,419,High,No,Foggy,NH
494,Udaipur,Chetak Circle,21-01-2024,14:00:00,319,Medium,No,Foggy,Residential
495,Udaipur,Goverdhan Vilas,21-01-2024,15:00:00,165,Medium,No,Foggy,Residential
496,Udaipur,Hiran Magri,21-01-2024,16:00:00,298,Low,Yes,Clear,City Road
497,Udaipur,Fatehpura,21-01-2024,17:00:00,121,Low,Yes,Foggy,City Road
498,Udaipur,Goverdhan Vilas,21-01-2024,18:00:00,59,High,No,Rainy,NH
499,Udaipur,Udiapole,21-01-2024,19:00:00,96,Medium,No,Clear,Residential
500,Udaipur,Fatehpura,21-01-2024,20:00:00,283,High,No,Rainy,City Road
501,Udaipur,Udiapole,21-01-2024,21:00:00,132,Medium,Yes,Foggy,City Road
502,Udaipur,Fatehpura,21-01-2024,22:00:00,87,Medium,Yes,Foggy,Residential
503,Udaipur,Hiran Magri,21-01-2024,23:00:00,107,High,No,Clear,NH
504,Udaipur,Chetak Circle,22-01-2024,00:00:00,462,High,No,Clear,Residential
505,Udaipur,Fatehpura,22-01-2024,01:00:00,56,High,Yes,Foggy,Residential
506,Udaipur,Fatehpura,22-01-2024,02:00:00,324,Low,No,Rainy,City Road
507,Udaipur,Hiran Magri,22-01-2024,03:00:00,284,Low,No,Rainy,NH
508,Udaipur,Surajpole,22-01-2024,04:00:00,328,High,No,Rainy,Residential
509,Udaipur,Chetak Circle,22-01-2024,05:00:00,487,Medium,Yes,Foggy,NH
510,Udaipur,Chetak Circle,22-01-2024,06:00:00,397,High,Yes,Foggy,NH
511,Udaipur,Hiran Magri,22-01-2024,07:00:00,189,Low,No,Clear,NH
512,Udaipur,Fatehpura,22-01-2024,08:00:00,462,Medium,No,Foggy,Residential
513,Udaipur,Fatehpura,22-01-2024,09:00:00,385,Medium,No,Rainy,NH
514,Udaipur,Chetak Circle,22-01-2024,10:00:00,448,Low,Yes,Rainy,City Road
515,Udaipur,Surajpole,22-01-2024,11:00:00,238,High,Yes,Foggy,City Road
516,Udaipur,Hiran Magri,22-01-2024,12:00:00,97,Low,No,Clear,City Road
517,Udaipur,Surajpole,22-01-2024,13:00:00,434,Medium,Yes,Clear,Residential
518,Udaipur,Chetak Circle,22-01-2024,14:00:00,345,Medium,No,Clear,Residential
519,Udaipur,Goverdhan Vilas,22-01-2024,15:00:00,364,Low,No,Clear,City Road
520,Udaipur,Udiapole,22-01-2024,16:00:00,217,Low,No,Foggy,City Road
521,Udaipur,Surajpole,22-01-2024,17:00:00,173,Low,Yes,Foggy,City Road
522,Udaipur,Udiapole,22-01-2024,18:00:00,482,Low,Yes,Foggy,City Road
523,Udaipur,Hiran Magri,22-01-2024,19:00:00,81,Medium,No,Clear,Residential
524,Udaipur,Fatehpura,22-01-2024,20:00:00,397,Medium,Yes,Foggy,NH
525,Udaipur,Goverdhan Vilas,22-01-2024,21:00:00,370,Low,No,Clear,NH
526,Udaipur,Chetak Circle,22-01-2024,22:00:00,126,High,Yes,Foggy,City Road
527,Udaipur,Surajpole,22-01-2024,23:00:00,90,Low,No,Foggy,Residential
528,Udaipur,Udiapole,23-01-2024,00:00:00,206,Low,Yes,Foggy,NH
529,Udaipur,Fatehpura,23-01-2024,01:00:00,255,Medium,No,Rainy,NH
530,Udaipur,Udiapole,23-01-2024,02:00:00,264,Medium,No,Rainy,City Road
531,Udaipur,Udiapole,23-01-2024,03:00:00,483,Low,Yes,Rainy,Residential
532,Udaipur,Chetak Circle,23-01-2024,04:00:00,432,Medium,Yes,Clear,NH
533,Udaipur,Goverdhan Vilas,23-01-2024,05:00:00,489,High,Yes,Foggy,NH
534,Udaipur,Goverdhan Vilas,23-01-2024,06:00:00,82,Low,No,Clear,City Road
535,Udaipur,Chetak Circle,23-01-2024,07:00:00,195,Low,Yes,Clear,Residential
536,Udaipur,Udiapole,23-01-2024,08:00:00,120,High,No,Rainy,NH
537,Udaipur,Surajpole,23-01-2024,09:00:00,308,Low,Yes,Clear,NH
538,Udaipur,Fatehpura,23-01-2024,10:00:00,368,Low,No,Clear,Residential
539,Udaipur,Hiran Magri,23-01-2024,11:00:00,419,Low,Yes,Foggy,Residential
540,Udaipur,Surajpole,23-01-2024,12:00:00,203,Medium,Yes,Foggy,NH
541,Udaipur,Surajpole,23-01-2024,13:00:00,365,Low,Yes,Rainy,City Road
542,Udaipur,Chetak Circle,23-01-2024,14:00:00,73,Low,No,Rainy,City Road
543,Udaipur,Hiran Magri,23-01-2024,15:00:00,476,High,Yes,Rainy,NH
544,Udaipur,Fatehpura,23-01-2024,16:00:00,361,Low,Yes,Foggy,Residential
545,Udaipur,Udiapole,23-01-2024,17:00:00,459,Low,No,Foggy,Residential
546,Udaipur,Hiran Magri,23-01-2024,18:00:00,205,High,No,Rainy,Residential
547,Udaipur,Chetak Circle,23-01-2024,19:00:00,366,High,Yes,Foggy,NH
548,Udaipur,Goverdhan Vilas,23-01-2024,20:00:00,286,High,No,Clear,City Road
549,Udaipur,Surajpole,23-01-2024,21:00:00,293,High,No,Clear,Residential
550,Udaipur,Hiran Magri,23-01-2024,22:00:00,492,High,No,Foggy,NH
551,Udaipur,Hiran Magri,23-01-2024,23:00:00,418,Medium,No,Clear,NH
552,Udaipur,Chetak Circle,24-01-2024,00:00:00,435,High,No,Clear,NH
553,Udaipur,Goverdhan Vilas,24-01-2024,01:00:00,59,High,Yes,Rainy,NH
554,Udaipur,Udiapole,24-01-2024,02:00:00,235,Medium,Yes,Rainy,NH
555,Udaipur,Surajpole,24-01-2024,03:00:00,497,Low,Yes,Foggy,NH
556,Udaipur,Surajpole,24-01-2024,04:00:00,419,Low,Yes,Clear,Residential
557,Udaipur,Fatehpura,24-01-2024,05:00:00,172,High,Yes,Foggy,City Road
558,Udaipur,Udiapole,24-01-2024,06:00:00,271,Low,No,Rainy,Residential
559,Udaipur,Surajpole,24-01-2024,07:00:00,154,High,No,Clear,City Road
560,Udaipur,Udiapole,24-01-2024,08:00:00,375,High,Yes,Foggy,City Road
561,Udaipur,Fatehpura,24-01-2024,09:00:00,162,High,No,Clear,Residential
562,Udaipur,Surajpole,24-01-2024,10:00:00,439,Medium,No,Rainy,NH
563,Udaipur,Fatehpura,24-01-2024,11:00:00,458,Medium,No,Clear,City Road
564,Udaipur,Udiapole,24-01-2024,12:00:00,274,High,Yes,Rainy,NH
565,Udaipur,Udiapole,24-01-2024,13:00:00,332,High,No,Foggy,NH
566,Udaipur,Surajpole,24-01-2024,14:00:00,373,Low,Yes,Rainy,City Road
567,Udaipur,Udiapole,24-01-2024,15:00:00,458,Medium,Yes,Clear,NH
568,Udaipur,Surajpole,24-01-2024,16:00:00,224,Low,No,Rainy,City Road
569,Udaipur,Goverdhan Vilas,24-01-2024,17:00:00,404,Low,No,Clear,Residential
570,Udaipur,Goverdhan Vilas,24-01-2024,18:00:00,463,Medium,Yes,Rainy,Residential
571,Udaipur,Udiapole,24-01-2024,19:00:00,278,Medium,Yes,Clear,Residential
572,Udaipur,Hiran Magri,24-01-2024,20:00:00,182,High,No,Foggy,NH
573,Udaipur,Hiran Magri,24-01-2024,21:00:00,462,Low,Yes,Rainy,City Road
574,Udaipur,Udiapole,24-01-2024,22:00:00,104,Medium,No,Foggy,City Road
575,Udaipur,Hiran Magri,24-01-2024,23:00:00,428,Low,No,Rainy,NH
576,Udaipur,Surajpole,25-01-2024,00:00:00,121,High,No,Rainy,Residential
577,Udaipur,Udiapole,25-01-2024,01:00:00,272,Low,Yes,Foggy,NH
578,Udaipur,Surajpole,25-01-2024,02:00:00,435,Medium,No,Rainy,City Road
579,Udaipur,Surajpole,25-01-2024,03:00:00,342,Medium,No,Clear,City Road
580,Udaipur,Fatehpura,25-01-2024,04:00:00,452,Medium,No,Foggy,NH
581,Udaipur,Hiran Magri,25-01-2024,05:00:00,236,Low,No,Clear,NH
582,Udaipur,Goverdhan Vilas,25-01-2024,06:00:00,343,Low,No,Rainy,Residential
583,Udaipur,Surajpole,25-01-2024,07:00:00,397,High,No,Foggy,City Road
584,Udaipur,Hiran Magri,25-01-2024,08:00:00,438,Low,No,Clear,NH
585,Udaipur,Surajpole,25-01-2024,09:00:00,444,High,No,Foggy,NH
586,Udaipur,Surajpole,25-01-2024,10:00:00,498,High,Yes,Clear,Residential
587,Udaipur,Fatehpura,25-01-2024,11:00:00,196,Medium,No,Clear,NH
588,Udaipur,Goverdhan Vilas,25-01-2024,12:00:00,426,Low,No,Clear,NH
589,Udaipur,Fatehpura,25-01-2024,13:00:00,63,Low,No,Foggy,Residential
590,Udaipur,Goverdhan Vilas,25-01-2024,14:00:00,355,High,No,Clear,NH
591,Udaipur,Surajpole,25-01-2024,15:00:00,279,High,No,Clear,NH
592,Udaipur,Udiapole,25-01-2024,16:00:00,282,High,Yes,Clear,City Road
593,Udaipur,Udiapole,25-01-2024,17:00:00,265,Medium,Yes,Clear,Residential
594,Udaipur,Surajpole,25-01-2024,18:00:00,308,Low,No,Rainy,NH
595,Udaipur,Hiran Magri,25-01-2024,19:00:00,85,Low,Yes,Clear,NH
596,Udaipur,Udiapole,25-01-2024,20:00:00,312,Medium,No,Foggy,City Road
597,Udaipur,Goverdhan Vilas,25-01-2024,21:00:00,331,Low,No,Clear,NH
598,Udaipur,Goverdhan Vilas,25-01-2024,22:00:00,294,Low,No,Foggy,City Road
599,Udaipur,Goverdhan Vilas,25-01-2024,23:00:00,102,High,No,Clear,NH
600,Udaipur,Fatehpura,26-01-2024,00:00:00,224,High,No,Rainy,City Road
601,Udaipur,Goverdhan Vilas,26-01-2024,01:00:00,136,High,No,Rainy,Residential
602,Udaipur,Surajpole,26-01-2024,02:00:00,330,Medium,Yes,Rainy,NH
603,Udaipur,Udiapole,26-01-2024,03:00:00,180,Medium,No,Foggy,NH
604,Udaipur,Chetak Circle,26-01-2024,04:00:00,338,Low,Yes,Clear,NH
605,Udaipur,Chetak Circle,26-01-2024,05:00:00,81,Low,No,Clear,Residential
606,Udaipur,Surajpole,26-01-2024,06:00:00,363,High,No,Foggy,Residential
607,Udaipur,Surajpole,26-01-2024,07:00:00,251,Low,No,Foggy,NH
608,Udaipur,Goverdhan Vilas,26-01-2024,08:00:00,129,Medium,No,Clear,Residential
609,Udaipur,Surajpole,26-01-2024,09:00:00,74,Medium,Yes,Clear,NH
610,Udaipur,Fatehpura,26-01-2024,10:00:00,55,Medium,Yes,Rainy,City Road
611,Udaipur,Hiran Magri,26-01-2024,11:00:00,303,High,Yes,Foggy,Residential
612,Udaipur,Fatehpura,26-01-2024,12:00:00,417,High,No,Foggy,Residential
613,Udaipur,Chetak Circle,26-01-2024,13:00:00,57,Low,Yes,Clear,NH
614,Udaipur,Udiapole,26-01-2024,14:00:00,318,Low,Yes,Foggy,Residential
615,Udaipur,Fatehpura,26-01-2024,15:00:00,436,High,No,Clear,City Road
616,Udaipur,Udiapole,26-01-2024,16:00:00,155,Low,No,Clear,NH
617,Udaipur,Chetak Circle,26-01-2024,17:00:00,184,High,No,Clear,NH
618,Udaipur,Udiapole,26-01-2024,18:00:00,435,Medium,Yes,Clear,NH
619,Udaipur,Surajpole,26-01-2024,19:00:00,166,Low,Yes,Clear,NH
620,Udaipur,Udiapole,26-01-2024,20:00:00,451,Medium,No,Clear,NH
